Name,Brand,Price,Discounted Price,Category,SuubCategory,Quantity,Description,BreadCrumbs
Lipton Green Tea - Lemon Zest,Lipton,165,145,Dairy & Beverages,Beverages,25 Bags,"Overview- It&rsquo;s not just a cup of tea, it's therapy - One Sip at a Time. Lipton Green Tea is not just a regular cup of chai, it&rsquo;s therapy for your body. Wake up to a morning cup of hot Lipton green tea and feel how it leaves you feeling light and active. Awaken your senses - one sip at a time.- Magic of Green TeaGreen tea is produced when freshly plucked leaves are heated, rolled/cut and then dried. The catechins in the fresh leaves are preserved during the green tea process, making green tea rich in catechins. Also, green tea is typically drunk without milk and sugar and hence gives zero calories as compared to the ordinary chai made with milk and sugar.- Next Best to WaterBrewed, Unsweetened Lipton Green Tea being 99.5% water is a great way to meet your daily required fluid intake. Staying hydrated is essential to ensure bodily functions are carried out efficiently.Features &amp; Benefits- Zero calories: green tea, when had without milk or sugar, not only tastes great but contains virtually zero calories- Next best to water: brewed, unsweetened green tea being 99% water is a great way to meet your daily required fluid intake- Glowing skin: give your skin a hydrated healthy glow with green tea- Heart health : consumption of green tea as a part of a healthy lifestyle may help maintain a healthy heart as it is thought to have a protective effect against cardiovascular diseases- Simply delicious flavour and great taste- Soothing aroma of a warm cup of green tea may help you relaxStorage DirectionKeep in cool and dry placeUsage Directions- Place a Lipton green tea bag in a cup- Pour freshly boiled water into the cup- Dip the tea bag a few times and allow it to infuse for 2 mins- Remove the tea bag and dispose it in wet bin- Best enjoyed as a light brew without milk and sugarKey IngredientsGreen Tea, Lemon flavour, TeaShelf Life15 Months",Dairy & Beverages > Beverages
Tetley Long Leaf Green Tea Powder,Tetley,350,325,Dairy & Beverages,Beverages,250 gm,"
Regardless of how your day is going, you will need a dose of freshness to relax and rejuvenate. Naturally rich in antioxidants, Tetley Green Tea gives you just that. The antioxidants help to reduce the harmful effects that stress and pollution may have on your body.
Try a cup everyday to know how it refreshes you like a 5 minute vacation on a busy day!
Free your mind that’s Tetley!
",Dairy & Beverages > Beverages
Wagh Bakri Green Tea Honey Lemon,Wagh Bakri,150,120,Dairy & Beverages,Beverages,25 Bags,"About this Item- Known to help with flus and colds, lemons also help with the regulation of metabolism and honey is an immunity booster- With this flavour, the age-old combination of Lemon and Honey is perfectly blended to give you a refreshing start to your day and to help you keep those extra inches tucked away- Bring fresh water to a boil. Green tea is best made with water at 85 degrees. Pour water into a cup. Place one teabag and allow it to brew for about 2 mins. Remove the teabag. Sweeten with honey or sugar as desired. Green Tea is best had without milk",Dairy & Beverages > Beverages
Organic India Tulsi Green Tea - Lemon Ginger,Organic India,194,157,Dairy & Beverages,Beverages,25 Bags,Key Features- Refreshing and delicious.- Boosts stamina.- Strengthens immunity.- Improves digestion and metabolism.- Helps you to Relax.,Dairy & Beverages > Beverages
Wagh Bakri Premix Instant Tea,Wagh Bakri,160,120,Dairy & Beverages,Beverages,168 gm,"Key Features- Masala (Spiced) Instant Tea premix has a refreshing aroma.- To relish this amazing tea just add hot water to the premix and stir.- They also have No Added Sugar variant, available for our health-conscious customers.- Relish the taste of homemade tea anywhere and anytime!- All you need is a cup of hot water and a sachet of instant tea premix.- The premix comes in a range of flavours- Elaichi, Ginger, and Masala.IngredientsTea Leaves.Benefits- Considered a good blend.- Refreshing.",Dairy & Beverages > Beverages
Arbor Treat Assam CTC Tea,Arbor Treat,198,99,Dairy & Beverages,Beverages,250 gm,"Care Instructions Store in a cool dry place. Once opened, transfer contents to an odourless, airtight container.",Dairy & Beverages > Beverages
President Premium Butter Unsalted,President,305,260,Dairy & Beverages,Dairy,500 gm,"Overview:A savoury topping to a steak meal, slice of bread, or blend of vegetables. Also ideal for cooking and baking, the uses for Président Unsalted Butter Bar are endless and always delicious.IngredientsMilk fat 82%Storage ConditionStore in Cool & Dry place (Refrigerated) at 4&deg;C or below.About the BrandPrésident is a French dairy brand owned by the Laval-based Lactalis company. The brand was created in 1933 by André Besnier. It is used for butter and for a range of industrially produced versions of traditional cheeses.",Dairy & Beverages > Dairy
Wagh Bakri Green Tea Tulsi,Wagh Bakri,165,82,Dairy & Beverages,Beverages,25 Bags,Key Features- Reduces stress.- Rich in antioxidants and other nutrients.- Enhances stamina.- Stimulates and revitalizes.- Enhances respiratory functions.,Dairy & Beverages > Beverages
Wagh Bakri Premix Masala Instant Tea,Wagh Bakri,150,115,Dairy & Beverages,Beverages,140 gm,"Key Features- Rejuvenating, tangy, healthy, lemon flavoured tea.- Get refreshed in no time.- Wagh Bakri Tea Group, well-known for its premium tea, is having a presence in the tea business since 1892.- With huge a number of Wagh Bakri tea lovers around the world, it has emerged as a truly global brand.- Over the years, a long-lasting relationship of love and trust has developed between Wagh Bakri Tea Brand and its loyal consumers.- Leaf from the best tea gardens is selected and the experts personally taste and evaluate the teas.IngredientsSugar, Dairy Whitener, Instant Tea, and Masala Flavour.How to Use- Empty the sachet into a cup.- Add hot water (Do not add boiling water)- Your favourite tea is ready.",Dairy & Beverages > Beverages
Tea Country Original Green Tea,Tea Country,130,69,Dairy & Beverages,Beverages,25 Bags,"OverviewGreen Tea is naturally rich in Anti-Oxidants known to offer multiple benefits. Green tea is made from finest tea leaves, which undergo minimal oxidation during processing, making it rich with antioxidants. These antioxidants are known to prevent damages caused by free radicals to our healthy cells and tissues and give Green Tea its immunity boosting effects.IngredientsGreen Tea",Dairy & Beverages > Beverages
Wagh Bakri Premix Elaichi Instant Tea,Wagh Bakri,140,105,Dairy & Beverages,Beverages,140 gm,"Key Features- Rejuvenating, tangy, healthy, lemon flavoured tea. - Get refreshed in no time.- Wagh Bakri Tea Group, well-known for its premium tea, is having a presence in the tea business since 1892.- With huge a number of Wagh Bakri tea lovers around the world, it has emerged as a truly global brand.- Over the years, a long-lasting relationship of love and trust has developed between Wagh Bakri Tea Brand and its loyal consumers.- Leaf from the best tea gardens is selected and the experts personally taste and evaluate the teas.IngredientsElaichi Premix - Sugar, Dairy Whitener, Instant Tea, and Cardamom Flavour.",Dairy & Beverages > Beverages
Wagh Bakri Green Tea Mint,Wagh Bakri,150,75,Dairy & Beverages,Beverages,25 Bags,Overview Wagh Bakri Tea master blenders & tasters have selected the finest green tea made from the leaves of Camellia Sinensis that have undergone minimal oxidation during processing Wagh Bakri Green Tea is naturally rich in antioxidants (flavonoids). The antioxidants (flavonoids) may help to reduce the harmful effects of stress and pollution on your body.  Ingredients Green tea and Natural Mint Flavour.,Dairy & Beverages > Beverages
Wagh Bakri Green Tea Bags,Wagh Bakri,150,120,Dairy & Beverages,Beverages,25 Bags,"Key Features- Wagh Bakri Tea master blenders & tasters have selected the finest green tea made from the leaves of Camellia Sinensis that have undergone minimal oxidation during processing. Wagh - Bakri Green Tea is naturally rich in antioxidants. The antioxidants (flavonoids) may help to reduce the harmful effects of stress and pollution on your body.How to Use- Place tea bag in a cup.- Pour hot water (95 degrees Celsius) over it.- Allow it to infuse for 1-2 minutes. Dip the tea bag a few more times.- Best enjoyed without milk. Add sugar if desired.Benefits- Helps Protect Heart Health.- May Help Prevent Alzheimer&rsquo;s or Memory Loss.- Helps Protect Brain Cells From Free Radical Damage.- May Help Prevent Diabetes or Insulin Resistance.- Promotes Bone Health.About the Brand- Wagh Bakri Tea Group, well-known for its premium tea, is having a presence in the tea business since 1892. Today, Wagh Bakri Tea Group owns and operates, under its umbrella, one of the leading packaged tea companies in India. With huge a number of Wagh Bakri tea lovers around the world, it has emerged as a truly global brand. The Group enjoys an undisputed market presence in Gujarat, Rajasthan, Madhya Pradesh, Maharashtra, Delhi, Hyderabad, Chhattisgarh, Western Uttar Pradesh & Goa and has recently forayed in to Punjab and Karnataka.- Over the years, a long-lasting relationship of love and trust has developed between Wagh Bakri Tea Brand and its loyal consumers. Leaf from the best tea gardens is selected and the Group Directors personally taste and evaluate the teas.",Dairy & Beverages > Beverages
Society Cleanse Detox Kahwa Green Tea Premix,Society,100,75,Dairy & Beverages,Beverages,50 gm,"IngredientsBlack Salt, Maltodextrin, Mix Masala Powder (Black Pepper, Ginger, Cardimom, Clove Bud And Cinnamon, Acidity Regulator, Asafoetida Powder, Green Tea Extract, Coriender Powder, Termaric, Oleoresin Powder, Anticaking Agent And Nutmeg Powder).How to UseEmpty the contents of sachet in a cup and add 100ml hot water. Stir and enjoy the great taste of Society Green tea Kahwa while Swirling Intermittenly.",Dairy & Beverages > Beverages
TGL Co. Kashmiri Kahwa Green Tea,TGL Co.,299,149,Dairy & Beverages,Beverages,16 Bags,"Key FeaturesAroma : Mesmerizing fragrance of Saffron accompanied by floral bouquet of rose petals greet you at the first whiff only to be welcomed with inviting piquant notes of Indian spices.How to Use- Take 1 teabag in a cup for each 150 ml of water.- Bring the water to a boil separately and let it cool down for 2 minutes such that the water temperature is 70-80&deg;C.- Pour freshly boiled water it into the cup and leave to infuse for 3-4 minutes.- Remove the teabag from the cup and enjoy your tea.Any Other Must-Know InformationTasting Notes : Familiar notes of Cardamom, Cinnamon and Cloves and nutty nuances of almonds balanced by soothing rose petals and Kashmiri Saffron.Care InstructionsStore in a cool & dry place and away from direct sunlight.About the BrandThe Good Life Company (TGL Co.) emphatically believe that the world’s finest teas and blends should be an everyday luxury that celebrates sophistication, tranquillity and good health. And that is why they are devoted to bringing an articulate revival to the known tea experience by sourcing the best teas in the world and masterfully blending them with innovative flavours and botanicals, They source their teas from where they grow best, which creates a high-quality brew that sings with distinctive aroma and flavour. They then surprise these teas with infusions of thoughtfully selected botanicals and flavours that create a sensational harmony on your palate. With every brew and blend, they’re reviving the concept of tea and taking it places where it has never been before.",Dairy & Beverages > Beverages
TGL Co. Mogo Mogo Green Tea,TGL Co.,349,174,Dairy & Beverages,Beverages,16 Bags,"Key FeaturesAroma : Candidly fruity, sweet and refreshing perfume with identifiable aroma of mango and melon.How to Use- Take 1 teabag in a cup for each 150 ml of water.- Bring the water to a boil separately and let it cool down for 2 minutes such that the water temperature is 70-80&deg;C.- Pour freshly boiled water it into the cup and leave to infuse for 3-4 minutes.- Remove the teabag from the cup and enjoy your tea.Any Other Must-Know InformationTasting Notes : Cheery notes of bananas, mango, melons and guava hit your palate as you take in the first sip of this super fruity blend followed by floral nuances of sunflowers and cornflowers. A fruit bomb!Care InstructionsStore in a cool & dry place and away from direct sunlight.About the BrandThe Good Life Company (TGL Co.) emphatically believe that the world’s finest teas and blends should be an everyday luxury that celebrates sophistication, tranquillity and good health. And that is why they are devoted to bringing an articulate revival to the known tea experience by sourcing the best teas in the world and masterfully blending them with innovative flavours and botanicals, They source their teas from where they grow best, which creates a high-quality brew that sings with distinctive aroma and flavour. They then surprise these teas with infusions of thoughtfully selected botanicals and flavours that create a sensational harmony on your palate. With every brew and blend, they’re reviving the concept of tea and taking it places where it has never been before.",Dairy & Beverages > Beverages
